"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_no_mandate_city","population","citation_url","lat","long"
"Birchwood","WI","US","The Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:12 AM PST",0,402,"https://parkingreform.org/mandates-map/city_detail/Birchwood_WI.html",45.6580886,-91.5561191
"Birmingham","AL","US","In May 2024, Birmingham replaced parking minimums with parking maximums for all uses citywide. Previously, off-street parking was not required in the B-4 Central Business District and were reduced in the B-3 Community Business District or by 10% when within 1000 ft of transit.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Daniel Christiansen","May 7, 2024","May 10, 2024, 1:11:13 PM PDT",1,210928,"https://parkingreform.org/mandates-map/city_detail/Birmingham_AL.html",33.5206824,-86.8024326
"Birmingham","MI","US","Within the Downtown Birmingham Overlay District, both nonresidential uses located within the parking assessment district and residential units in an existing second or third floor of a landmark building, located within the central business historic district, are exempt from parking mandates. Within the B3 and MX districts, parking requirements are reduced for mixed uses, and on-street parking may count towards requirements in the TZ1 and TZ3 districts.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","Commercial, Other, Residential","Samuel Deetz","","March 19, 2024, 10:59:10 AM PDT",0,21813,"https://parkingreform.org/mandates-map/city_detail/Birmingham_MI.html",42.5467012,-83.2113192
"Biron","WI","US","Areas which are located within the fire zone as designated on the Official Map are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:12 AM PST",0,826,"https://parkingreform.org/mandates-map/city_detail/Biron_WI.html",44.4238544,-89.780401
"Bismarck","ND","US","Off-street parking is not required for properties within the Downtown Parking District in Bismark.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Kate Herzog","","November 28, 2023, 11:47:04 AM PST",0,73529,"https://parkingreform.org/mandates-map/city_detail/Bismarck_ND.html",46.808327,-100.783739
"Bixby","OK","US","Parking maximums are set at 115% of the minimums.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","May 15, 2024, 10:32:37 AM PDT",0,28609,"https://parkingreform.org/mandates-map/city_detail/Bixby_OK.html",35.9420431,-95.8833235
"Black Creek","WI","US","Areas which are located within the fire zone as designated on the Official Map are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,1357,"https://parkingreform.org/mandates-map/city_detail/BlackCreek_WI.html",44.4774856,-88.4506568
"Black Hawk","CO","US","Within the Commercial Gaming District, a fee in lieu of required parking may be provided.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","April 15, 2024, 11:34:06 AM PDT",0,127,"https://parkingreform.org/mandates-map/city_detail/BlackHawk_CO.html",39.8011469,-105.4932708
"Black River Falls","WI","US","The B-1 Central Business District is exempt from minimum parking regulations.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","Jun 1, 2022","November 28, 2023, 11:47:05 AM PST",0,3493,"https://parkingreform.org/mandates-map/city_detail/BlackRiverFalls_WI.html",44.2952152,-90.8484137
"Blaine","MN","US","Single-family dwellings have a parking maximum of four spaces.","Implemented","Parking Maximums","Citywide","Residential","Samuel Deetz","","January 20, 2024, 1:06:54 PM PST",0,70222,"https://parkingreform.org/mandates-map/city_detail/Blaine_MN.html",45.1607987,-93.2349489
"Blissfield","MI","US","The C-2, Central Business District is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","March 31, 2024, 7:11:52 PM PDT",0,3277,"https://parkingreform.org/mandates-map/city_detail/Blissfield_MI.html",41.8325487,-83.8624411
"Bloomfield","IA","US","The C-2 District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,2682,"https://parkingreform.org/mandates-map/city_detail/Bloomfield_IA.html",40.7510398,-92.4143872
"Bloomfield Hills","MI","US","Parking maximums are set at 120% of the minimums.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","March 19, 2024, 11:04:48 AM PDT",0,4460,"https://parkingreform.org/mandates-map/city_detail/BloomfieldHills_MI.html",42.583645,-83.2454883
"Bloomington","IN","US","Minimum parking requirements do not apply to development in the Courthouse Square Character Area or the Downtown Core Character Area south of 4th Street. In addition, parking maximums exist for all uses.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,79168,"https://parkingreform.org/mandates-map/city_detail/Bloomington_IN.html",39.1670396,-86.5342881
"Bloomington","IL","US","The minimum parking requirements are waived for nonresidential uses in the D-1 Central Business District. In addition, when the application of the off-street parking regulations results in a requirement of not more than three parking spaces for any nonresidential use, such parking spaces need not be provided. However, where two or more uses are located on a single lot, only one of these uses is eligible for the exemption.

In March 2024, parking mandates for nonresidential uses in the D-2 Downtown Transitional District were removed and reductions expanded for transit, mixed-use areas, on-street parking or public parking.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District","Commercial","Noah Tang","","April 12, 2024, 6:26:03 PM PDT",0,78680,"https://parkingreform.org/mandates-map/city_detail/Bloomington_IL.html",40.4797828,-88.9939147
"Blue Earth","MN","US","Restaurants, cafes, bars, taverns, and night clubs in the Central Business District are exempt from parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","January 20, 2024, 2:18:36 PM PST",0,3174,"https://parkingreform.org/mandates-map/city_detail/BlueEarth_MN.html",43.638629,-94.102459
"Blue Island","IL","US","The first 2000 square feet of a commercial use in the C-1 Central Area Commercial District and UTOD Uptown Transit Oriented Development District is exempt from parking mandates. Any business use may count on-street parking towards the minimums. Prior to 2024, all uses in the C-1 District were exempt, while parking minimums were generally higher.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District, Transit Oriented","Commercial","Samuel Deetz","","May 8, 2024, 9:35:26 AM PDT",0,22558,"https://parkingreform.org/mandates-map/city_detail/BlueIsland_IL.html",41.6572753,-87.6801848
"Blue River","CO","US","No more than 5 motor vehicles may be parked outside of a closed garage on any lot.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","April 4, 2024, 7:56:41 PM PDT",0,877,"https://parkingreform.org/mandates-map/city_detail/BlueRiver_CO.html",39.7703516,-106.156231
"Blue Springs","MO","US","Minimum parking requirements may be reduced through on-street parking, bicycle parking, a walkable development credit based on dwelling unit density and activity streets, and the availability of public parking lots nearby. Parking maximums exist for all uses.","Implemented","Reduce Parking Minimums, Parking Maximums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,58604,"https://parkingreform.org/mandates-map/city_detail/BlueSprings_MO.html",39.017316,-94.282265
"Bluefield","WV","US","No minimum off-street parking is required in the BC central business district, except for off-street parking which may be required by the board of adjustment as a condition for granting a special exception.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,9658,"https://parkingreform.org/mandates-map/city_detail/Bluefield_WV.html",37.2698395,-81.2223195
"Boiling Springs","NC","US","Uses in the B-1 Central business district, with the exception of assembly, lodging and educational uses, are exempt from the minimum parking requirements. In addition, all agricultural, industrial, transportation, utility, and wholesale uses are exempt. No more than 150 percent of the minimum number of required parking spaces may be provided, except for uses providing ten or fewer parking spaces, or single family dwellings.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide, City Center/Business District","Commercial, Industrial, Other","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,4615,"https://parkingreform.org/mandates-map/city_detail/BoilingSprings_NC.html",35.254292,-81.6670407
"Boise","ID","US","Parking minimums were reduced in much of the city as part of a wider zoning rewrite, which was approved in June 2023, and went into effect in December 2023. 
The MX-5 District as well as ADUs are exempt from parking mandates and minimums may be reduced through a variety of means.
Additionally, Parking Maximums were implemented for many uses, including Multi-family Dwellings, Art Galleries, Community Centers, and Restaurants. ","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Matthew Pabich","","April 16, 2024, 10:07:37 PM PDT",0,235684,"https://parkingreform.org/mandates-map/city_detail/Boise_ID.html",43.6008183,-116.24210864118032
